audio_file_name,start_time,end_time,emotion_by_HuBERT,emotion_by_openAI
Large_audio_file.m4a,1651.8,1654.7,Neutral,Anger
Large_audio_file.m4a,1654.9,1655.9,Neutral,Error
Large_audio_file.m4a,1656.0,1657.8,Anger,Anger
Large_audio_file.m4a,1658.1,1660.9,Anger,Anger
Large_audio_file.m4a,1661.2,1662.1,Neutral,Neutral
Large_audio_file.m4a,1662.4,1663.8,Anger,Neutral
Large_audio_file.m4a,1664.2,1666.2,Anger,Neutral
Large_audio_file.m4a,1667.0,1669.4,Anger,Joy
Large_audio_file.m4a,1669.6,1671.7,Anger,Neutral
Large_audio_file.m4a,1671.9,1673.1,Anger,Anger
Large_audio_file.m4a,1673.3,1674.8,Anger,Neutral
Large_audio_file.m4a,1675.4,1675.8,Joy,Neutral
Large_audio_file.m4a,1676.3,1680.8,Disgust,Error
Large_audio_file.m4a,1680.9,1682.1,Neutral,Neutral
Large_audio_file.m4a,1682.2,1690.1,Neutral,Neutral
Large_audio_file.m4a,1690.4,1692.8,Joy,Joy
Large_audio_file.m4a,1693.0,1696.0,Anger,Neutral
Large_audio_file.m4a,1696.7,1701.5,Neutral,Neutral
Large_audio_file.m4a,1701.7,1714.2,Neutral,Unknown
Large_audio_file.m4a,1714.5,1719.8,Neutral,Neutral
Large_audio_file.m4a,1720.0,1722.4,Anger,Surprise
Large_audio_file.m4a,1722.8,1728.8,Neutral,Neutral
Large_audio_file.m4a,1729.1,1750.1,Anger,Joy
Large_audio_file.m4a,1750.4,1756.1,Neutral,Neutral
Large_audio_file.m4a,1756.2,1762.1,Neutral,Neutral
Large_audio_file.m4a,1762.4,1764.6,Anger,Neutral
Large_audio_file.m4a,1764.7,1767.6,Anger,Joy
Large_audio_file.m4a,1768.1,1770.5,Anger,Joy
Large_audio_file.m4a,1770.9,1781.7,Neutral,Neutral
Large_audio_file.m4a,1782.6,1787.3,Joy,Neutral
Large_audio_file.m4a,1787.7,1788.1,Neutral,Neutral
Large_audio_file.m4a,1788.5,1792.2,Neutral,Joy
Large_audio_file.m4a,1792.5,1793.5,Anger,Neutral
Large_audio_file.m4a,1793.6,1796.0,Anger,Neutral
Large_audio_file.m4a,1796.2,1796.8,Anger,Error
Large_audio_file.m4a,1797.0,1801.1,Neutral,Neutral
Large_audio_file.m4a,1801.6,1808.6,Neutral,Surprise
Large_audio_file.m4a,1808.9,1813.4,Joy,Joy
Large_audio_file.m4a,1814.1,1814.7,Neutral,Anger
Large_audio_file.m4a,1815.3,1818.4,Joy,Neutral
Large_audio_file.m4a,1818.8,1819.6,Joy,Neutral
Large_audio_file.m4a,1820.2,1820.7,Anger,Error
Large_audio_file.m4a,1821.7,1825.3,Joy,Neutral
Large_audio_file.m4a,1825.4,1828.3,Anger,Joy
Large_audio_file.m4a,1829.1,1832.3,Anger,Anger
Large_audio_file.m4a,1832.5,1834.0,Anger,Unknown
Large_audio_file.m4a,1834.4,1835.4,Surprise,Surprise
Large_audio_file.m4a,1835.8,1838.8,Anger,Joy
Large_audio_file.m4a,1838.9,1840.3,Anger,Joy
Large_audio_file.m4a,1840.9,1842.6,Disgust,Disgust
Large_audio_file.m4a,1842.9,1845.2,Neutral,Neutral
Large_audio_file.m4a,1845.5,1846.9,Neutral,Neutral
Large_audio_file.m4a,1847.5,1848.4,Anger,Neutral
Large_audio_file.m4a,1848.9,1851.7,Disgust,Joy
Large_audio_file.m4a,1852.3,1853.3,Anger,Neutral
Large_audio_file.m4a,1853.4,1862.1,Neutral,Joy
Large_audio_file.m4a,1862.3,1865.4,Disgust,Neutral
Large_audio_file.m4a,1866.0,1867.5,Neutral,Neutral
Large_audio_file.m4a,1868.3,1870.0,Neutral,Neutral
Large_audio_file.m4a,1870.4,1871.3,Joy,Joy
Large_audio_file.m4a,1871.5,1873.2,Anger,Joy
Large_audio_file.m4a,1873.3,1876.6,Anger,Neutral
Large_audio_file.m4a,1877.1,1880.5,Anger,Anger
Large_audio_file.m4a,1880.8,1884.9,Neutral,Unknown
Large_audio_file.m4a,1885.1,1885.9,Joy,Joy
Large_audio_file.m4a,1886.6,1887.5,Anger,Neutral
Large_audio_file.m4a,1888.1,1891.0,Anger,Neutral
Large_audio_file.m4a,1891.9,1892.6,Anger,Neutral
Large_audio_file.m4a,1893.2,1895.8,Anger,Neutral
Large_audio_file.m4a,1896.4,1900.4,Neutral,Neutral
Large_audio_file.m4a,1900.6,1901.6,Disgust,Neutral
Large_audio_file.m4a,1901.7,1905.3,Anger,Neutral
Large_audio_file.m4a,1905.7,1906.3,Disgust,Neutral
Large_audio_file.m4a,1906.8,1910.7,Neutral,Neutral
Large_audio_file.m4a,1911.0,1913.5,Anger,Neutral
Large_audio_file.m4a,1913.7,1920.4,Neutral,Neutral
Large_audio_file.m4a,1920.7,1922.8,Neutral,Disgust
Large_audio_file.m4a,1922.9,1924.0,Neutral,Neutral
Large_audio_file.m4a,1925.0,1925.7,Joy,Joy
Large_audio_file.m4a,1925.8,1931.1,Neutral,Unknown
Large_audio_file.m4a,1931.5,1932.9,Neutral,Joy
Large_audio_file.m4a,1933.4,1934.5,Anger,Joy
Large_audio_file.m4a,1935.9,1941.0,Neutral,Neutral
Large_audio_file.m4a,1941.7,1944.7,Neutral,Joy
Large_audio_file.m4a,1945.7,1950.8,Neutral,Neutral
Large_audio_file.m4a,1952.3,1953.2,Joy,Joy
Large_audio_file.m4a,1953.5,1955.8,Neutral,Joy
Large_audio_file.m4a,1956.0,1957.6,Disgust,Neutral
Large_audio_file.m4a,1958.2,1960.4,Anger,Neutral
Large_audio_file.m4a,1960.6,1961.2,Anger,Neutral
Large_audio_file.m4a,1961.8,1964.8,Joy,Neutral
Large_audio_file.m4a,1965.8,1967.7,Anger,Neutral
Large_audio_file.m4a,1968.7,1969.5,Anger,Error
Large_audio_file.m4a,1970.2,1972.3,Anger,Neutral
Large_audio_file.m4a,1972.7,1978.5,Anger,Neutral
Large_audio_file.m4a,1979.1,1983.0,Neutral,Neutral
Large_audio_file.m4a,1983.7,1988.2,Neutral,Unknown
Large_audio_file.m4a,1988.3,1990.5,Anger,Neutral
Large_audio_file.m4a,1990.7,1992.3,Anger,Neutral
Large_audio_file.m4a,1992.8,1994.5,Joy,Unknown
Large_audio_file.m4a,1996.0,1998.6,Anger,Neutral
Large_audio_file.m4a,1999.4,2004.7,Neutral,Neutral
Large_audio_file.m4a,2004.9,2008.9,Neutral,Neutral
Large_audio_file.m4a,2009.3,2010.8,Anger,Joy
Large_audio_file.m4a,2011.5,2013.2,Joy,Neutral
Large_audio_file.m4a,2013.6,2017.0,Anger,Joy
Large_audio_file.m4a,2018.0,2019.8,Anger,Joy
Large_audio_file.m4a,2020.0,2024.9,Neutral,Neutral
Large_audio_file.m4a,2025.2,2027.5,Anger,Neutral
Large_audio_file.m4a,2028.6,2030.0,Anger,Neutral
Large_audio_file.m4a,2030.6,2031.3,Anger,Joy
Large_audio_file.m4a,2031.6,2033.0,Anger,Surprise
Large_audio_file.m4a,2033.3,2040.7,Neutral,Neutral
Large_audio_file.m4a,2041.0,2041.8,Anger,Neutral
Large_audio_file.m4a,2042.2,2046.0,Anger,Surprise
Large_audio_file.m4a,2046.3,2048.4,Neutral,Neutral
Large_audio_file.m4a,2050.1,2058.9,Joy,Neutral
Large_audio_file.m4a,2059.0,2063.0,Disgust,Neutral
Large_audio_file.m4a,2063.2,2063.9,Anger,Error
Large_audio_file.m4a,2064.1,2067.8,Neutral,Joy
Large_audio_file.m4a,2068.1,2068.7,Anger,Joy
Large_audio_file.m4a,2069.2,2072.9,Anger,Neutral
Large_audio_file.m4a,2073.0,2077.1,Neutral,Neutral
Large_audio_file.m4a,2077.4,2078.8,Anger,Neutral
Large_audio_file.m4a,2079.6,2081.8,Anger,Neutral
Large_audio_file.m4a,2082.0,2082.4,Anger,Disgust
Large_audio_file.m4a,2083.3,2088.8,Anger,Neutral
Large_audio_file.m4a,2089.4,2091.1,Anger,Joy
Large_audio_file.m4a,2093.2,2096.3,Anger,Joy
Large_audio_file.m4a,2097.1,2109.9,Neutral,Neutral
Large_audio_file.m4a,2110.4,2119.6,Neutral,Neutral
Large_audio_file.m4a,2120.0,2124.0,Neutral,Neutral
Large_audio_file.m4a,2124.3,2125.9,Joy,Neutral
Large_audio_file.m4a,2126.2,2126.9,Anger,Neutral
Large_audio_file.m4a,2127.4,2131.8,Joy,Neutral
Large_audio_file.m4a,2131.9,2133.0,Neutral,Neutral
Large_audio_file.m4a,2133.4,2135.3,Joy,Joy
Large_audio_file.m4a,2135.7,2138.2,Joy,Neutral
Large_audio_file.m4a,2138.5,2142.5,Joy,Joy
Large_audio_file.m4a,2142.8,2144.3,Neutral,Neutral
Large_audio_file.m4a,2145.4,2148.1,Anger,Joy
Large_audio_file.m4a,2148.5,2152.5,Joy,Neutral
Large_audio_file.m4a,2152.7,2153.2,Neutral,Neutral
Large_audio_file.m4a,2153.3,2153.8,Neutral,Joy
Large_audio_file.m4a,2153.9,2155.3,Joy,Joy
Large_audio_file.m4a,2155.4,2157.8,Joy,Joy
Large_audio_file.m4a,2158.1,2163.4,Joy,Neutral
Large_audio_file.m4a,2163.9,2165.3,Neutral,Joy
Large_audio_file.m4a,2166.2,2167.8,Joy,Joy
Large_audio_file.m4a,2168.1,2174.1,Anger,Neutral
Large_audio_file.m4a,2174.8,2176.6,Neutral,Joy
Large_audio_file.m4a,2176.8,2178.6,Neutral,Joy
Large_audio_file.m4a,2179.5,2180.5,Anger,Joy
Large_audio_file.m4a,2180.7,2182.2,Neutral,Neutral
Large_audio_file.m4a,2182.4,2183.2,Anger,Neutral
Large_audio_file.m4a,2183.8,2189.1,Neutral,Error
Large_audio_file.m4a,2189.9,2195.2,Neutral,Neutral
Large_audio_file.m4a,2195.5,2196.5,Joy,Neutral
Large_audio_file.m4a,2197.0,2197.7,Neutral,Neutral
Large_audio_file.m4a,2198.3,2199.3,Anger,Error
Large_audio_file.m4a,2199.5,2204.7,Neutral,Joy
Large_audio_file.m4a,2204.9,2207.6,Neutral,Unknown
